ID,Authors,Title,Source title,DOI link,Year,Is the paper actually about ecological integrity?,Is integrity actually calculated?,Geography,Does metric include animals?,Does metric include animal communities?,Environment,Animal groups,Function Metric,Function notes,Notes,Who
258,Timko J.A.; Innes J.L.,Evaluating ecological integrity in national parks: Case studies from Canada and South Africa,Biological Conservation,http://doi.org/10.1016/j.biocon.2008.11.022,2009,Yes,,,,,,,,,,Helen
259,Törnblom J.; Degerman E.; Angelstam P.,Forest proportion as indicator of ecological integrity in streams using Plecoptera as a proxy,Ecological Indicators,http://doi.org/10.1016/j.ecolind.2011.02.011,2011,Yes,No- concept paper with examples- see notes,,,,,,,,"reviews efficacy of ecological integrity monitoring in multiple NP, indicators include some wildlife examples.",Helen
260,Truchy A.; Sponseller R.A.; Ecke F.; Angeler D.G.; Kahlert M.; Bundschuh M.; Johnson R.K.; McKie B.G.,Responses of multiple structural and functional indicators along three contrasting disturbance gradients,Ecological Indicators,http://doi.org/10.1016/j.ecolind.2021.108514,2022,Yes,"No- ""validation paper""- see notes",,,,,,,,tests responsiveness of many functional indicators (including animal functional and structural traits) to changes in the environment.  Seems really relevant even if integrity is not calculated per se,Helen
261,Vačkář D.; Ten Brink B.; Loh J.; Baillie J.E.M.; Reyers B.,Review of multispecies indices for monitoring human impacts on biodiversity,Ecological Indicators,http://doi.org/10.1016/j.ecolind.2011.04.024,2012,Yes,"No- ""review"" paper",,,,,,,,"includes a discussion of many multispecies biodiversity indices including ecological integrity. Evalutes ecological efficacy, utility in policy etc.  Seems interesting.",Helen
262,Van Den Brink F.W.B.; Van Der Velde G.; Wijnhoven S.,"Diversity, occurrence and feeding traits of caddisfly larvae as indicators for ecological integrity of river-floodplain habitats along a connectivity gradient",Ecological Indicators,http://doi.org/10.1016/j.ecolind.2012.09.010,2013,Yes,"No- ""validation paper""- see notes",,,,,,,,utility of caddis fly larvae species assembages for use as an indicator of integrity evaluated.,Helen
263,Vora R.S.,"Developing programs to monitor ecosystem health and effectiveness of management practices on Lakes States National Forests, USA",Biological Conservation,http://doi.org/10.1016/S0006-3207(96)00042-0,1997,Yes,No- concept paper with examples from a National Forest,,,,,,,,extensive discussion of historical basis of ecological integrity as a concept.  Discussion of how baseline monitoring datasets in a National Forest (which include animal datasets) are relevant to monitoring changes in forest condition longterm.,Helen
264,Vu Ho K.; Kröel-Dulay G.; Tölgyesi C.; Bátori Z.; Tanács E.; Kertész M.; Török P.; Erdős L.,Non-native tree plantations are weak substitutes for near-natural forests regarding plant diversity and ecological value,Forest Ecology and Management,http://doi.org/10.1016/j.foreco.2023.120789,2023,No,,,,,,,,,,Helen
265,Wan N.; Ji X.; Jiang J.; Qiao H.; Huang K.,A methodological approach to assess the combined reduction of chemical pesticides and chemical fertilizers for low-carbon agriculture,Ecological Indicators,http://doi.org/10.1016/j.ecolind.2012.07.006,2013,No,,,,,,,,,,Helen
266,Wang L.; Yang B.; Bai Y.; Lu X.; Corlett R.T.; Tan Y.; Chen X.-Y.; Zhu J.; Liu Y.; Quan R.-C.,"Conservation planning on China's borders with Myanmar, Laos, and Vietnam",Conservation Biology,http://doi.org/10.1111/cobi.13733,2021,No,,,,,,,,,,Helen
267,Winston M.R.; Angermeier P.L.,Assessing Conservation Value Using Centers of Population Density; [Evaluando el valor conservacional utilizando centros de densidad de poblacion],Conservation Biology,http://doi.org/10.1046/j.1523-1739.1995.09061518.x,1995,No,,,,,,,,,,Helen
268,Winter S.; Brambach F.,Determination of a common forest life cycle assessment method for biodiversity evaluation,Forest Ecology and Management,http://doi.org/10.1016/j.foreco.2011.07.036,2011,No,,,,,,,,,,Helen
269,Winter S.; Fischer H.S.; Fischer A.,Relative Quantitative Reference Approach for Naturalness Assessments of forests,Forest Ecology and Management,http://doi.org/10.1016/j.foreco.2010.01.040,2010,No- but see notes,,,,,,,,,"Paper focuses on RANA ""naturalness"" assessment, which seems related to but fairly distinct from ecological integrity",Helen
270,Wu C.-F.; Lai J.-H.; Chen S.-H.; Trac L.V.T.,Key factors promoting the niche establishment of black-winged kite Elanus caeruleus in farmland ecosystems,Ecological Indicators,http://doi.org/10.1016/j.ecolind.2023.110162,2023,No,,,,,,,,,,Helen
272,Xofis P.; Poirazidis K.,Combining different spatio-temporal resolution images to depict landscape dynamics and guide wildlife management,Biological Conservation,http://doi.org/10.1016/j.biocon.2017.12.003,2018,No,,,,,,,,,,Helen
273,Yang Y.,"Evolution of habitat quality and association with land-use changes in mountainous areas: A case study of the Taihang Mountains in Hebei Province, China",Ecological Indicators,http://doi.org/10.1016/j.ecolind.2021.107967,2021,No,,,,,,,,,,Helen
275,Youngblood A.; Max T.; Coe K.,Stand structure in eastside old-growth ponderosa pine forests of Oregon and northern California,Forest Ecology and Management,http://doi.org/10.1016/j.foreco.2004.05.056,2004,No,,,,,,,,,,Helen
276,Yu Q.; Rao X.; Chu C.; Liu S.; Lin Y.; Sun D.; Tan X.; Hanif A.; Shen W.,Species dominance rather than species asynchrony determines the temporal stability of productivity in four subtropical forests along 30 years of restoration,Forest Ecology and Management,http://doi.org/10.1016/j.foreco.2019.117687,2020,No- but see notes,,,,,,,,,"paper focused on ecosystem stability, and its implication for stability of production of wood resources. Loosely relevant",Helen
278,Zhang R.; Wu J.; Yang Y.; Peng X.; Li C.; Zhao Q.,A method to determine optimum ecological groundwater table depth in semi-arid areas,Ecological Indicators,http://doi.org/10.1016/j.ecolind.2022.108915,2022,No,,,,,,,,,,Helen
